07/05/10,"AP",1,"terrificus",1,3,65,3.6,4.5,40
07/05/10,"AP",1,"horizontal irv",2,3,57,12,8,43
07/05/10,"AP",1,"rob why tee",3,5.75,50,1,1.8,43
07/05/10,"AP",1,"fort reno",4,7,47,11.3,5,39
07/05/10,"AP",1,"prince of love",5,7.25,46,79.9,30,25
07/05/10,"AP",1,"valiant man",6,10.75,38,8.1,15,39
07/05/10,"AP",1,"powerminded",7,10.85,37,12.4,8,41
07/05/10,"AP",1,"waveonwave",8,11.35,36,97.3,30,35
07/05/10,"AP",1,"mountain squall",9,21.35,11,6.4,3.5,43
07/05/10,"AP",2,"clever fit",1,0.25,69,1,2.5,61
07/05/10,"AP",2,"shakeel's command",2,0.25,68,12,12,46
07/05/10,"AP",2,"budini",3,1.25,66,5.2,3.5,52
07/05/10,"AP",2,"campton hills",4,5,56,47,15,49
07/05/10,"AP",2,"bull'o the woods",5,5.5,55,14.7,8,54
07/05/10,"AP",2,"defy the odds",6,5.75,54,4.1,4.5,51
07/05/10,"AP",2,"plunkit",7,5.8,54,3.9,3,58
07/05/10,"AP",3,"homewood",1,0.25,64,3.7,6,59
07/05/10,"AP",3,"zitlaly",2,0.25,64,3.7,6,57
07/05/10,"AP",3,"superfine time",3,1.75,61,6.6,3,57
07/05/10,"AP",3,"killing m softly",4,2.25,60,3.7,3.5,58
07/05/10,"AP",3,"desirabledancer",5,7,52,3.7,6,51
07/05/10,"AP",3,"skiffs angel",6,7.1,52,3.9,4.5,60
07/05/10,"AP",3,"morlana",7,8.1,50,3.1,4,58
07/05/10,"AP",4,"el jefe",1,1.5,68,8,8,53
07/05/10,"AP",4,"noah's cat",2,1.5,65,30.2,15,50
07/05/10,"AP",4,"general sickles",3,2,64,2.6,2,53
07/05/10,"AP",4,"tera's open forum",4,2.5,62,12.8,10,51
07/05/10,"AP",4,"gin stinger",5,5,56,3.1,4.5,53
07/05/10,"AP",4,"seven jacks",6,5.5,55,3.1,2.5,54
07/05/10,"AP",4,"cordy",7,8.5,48,5,12,50
07/05/10,"AP",4,"sir james francis",8,10.5,43,73.7,30,41
07/05/10,"AP",4,"explodent mike",9,13.5,36,23.9,15,45
07/05/10,"AP",4,"flag of orion",10,18,26,58.2,20,48
07/05/10,"AP",5,"carl n frosty",1,2,63,3.3,4,37
07/05/10,"AP",5,"bud symonds",2,2,57,12.9,8,41
07/05/10,"AP",5,"holy go",3,4,52,7.1,5,34
07/05/10,"AP",5,"stitchntwine",4,4.25,51,37.8,6,33
07/05/10,"AP",5,"north point",5,4.75,50,0.7,3,34
07/05/10,"AP",5,"freebeertomorrow",6,7.75,42,12.6,12,34
07/05/10,"AP",5,"scarlet joe",7,7.85,41,34.6,20,33
07/05/10,"AP",5,"cap gun",8,9.85,36,9.9,6,34
07/05/10,"AP",6,"icanmove",1,2.25,74,11.2,8,74
07/05/10,"AP",6,"bound for fame",2,2.25,70,2.9,3,68
07/05/10,"AP",6,"cavu",3,3.5,67,8.1,6,66
07/05/10,"AP",6,"mc mahon",4,3.75,67,10.6,6,60
07/05/10,"AP",6,"sir winzalot",5,6.75,61,3.7,4,68
07/05/10,"AP",6,"borrow",6,9.75,55,5.7,10,68
07/05/10,"AP",6,"sweet grass creek",7,11.75,51,2.1,6,71
07/05/10,"AP",7,"miss laken",1,1,71,1.2,2.5,66
07/05/10,"AP",7,"royal dazzle",2,1,70,4.6,10,60
07/05/10,"AP",7,"miltos express",3,3.75,65,6.8,10,66
07/05/10,"AP",7,"voodoo fever",4,3.85,65,4.7,8,60
07/05/10,"AP",7,"mary cat",5,4.1,65,6.7,4,62
07/05/10,"AP",7,"pleasantly dazling",6,10.1,55,42.8,20,58
07/05/10,"AP",7,"r. and r.",7,10.35,55,17.3,12,61
07/05/10,"AP",7,"higher incentive",8,11.85,52,19.3,12,46
07/05/10,"AP",7,"sully's wish",9,13.6,49,54,30,53
07/05/10,"AP",8,"gold storm",1,1.5,93,7,8,81
07/05/10,"AP",8,"coach jimi lee",2,1.5,90,2.6,4,78
07/05/10,"AP",8,"level playingfield",3,4.5,82,9.3,8,75
07/05/10,"AP",8,"alabama clay",4,8.5,72,7.6,10,74
07/05/10,"AP",8,"elusive jazz",5,8.75,71,2.2,3.5,78
07/05/10,"AP",8,"kelly's landing",6,10.25,67,2.8,3,76
07/05/10,"AP",8,"rogue scholar",7,12.75,61,34.5,20,74
07/05/10,"AP",9,"no fault",1,0.75,74,11.2,12,67
07/05/10,"AP",9,"maneke",2,0.75,72,2,3.5,65
07/05/10,"AP",9,"martins point",3,2.75,67,4.9,10,61
07/05/10,"AP",9,"flaming glory",4,3,66,48.1,30,55
07/05/10,"AP",9,"rallywithclass",5,4.75,61,20.3,10,58
07/05/10,"AP",9,"don't tell mommy",6,4.8,61,11.4,4.5,61
07/05/10,"AP",9,"mr. d'or",7,7.3,54,5.1,4,66
07/05/10,"AP",9,"samba jones",8,7.8,52,7.1,8,59
07/05/10,"AP",9,"delightful five",9,9.55,47,6.9,15,65
07/05/10,"AP",9,"life's lessons",10,36.55,0,13.6,12,58
08/26/15,"DMR",1,"katispsublue",1,7,67,3.8,2.5,43
08/26/15,"DMR",1,"daisy's tribe",2,7,48,3.6,5,38
08/26/15,"DMR",1,"smokey gal",3,7.5,46,9.2,4,39
08/26/15,"DMR",1,"lainey lu",4,10.25,39,3.6,8,39
08/26/15,"DMR",1,"sea topper",5,10.3,39,8.4,4,38
08/26/15,"DMR",1,"theory",6,12.55,33,2.1,3,40
08/26/15,"DMR",1,"warren'sgoldengirl",7,19.55,14,35.1,15,38
08/26/15,"DMR",2,"espresso love",1,1.25,71,2.6,3.5,65
08/26/15,"DMR",2,"national honor",2,1.25,68,9.6,4.5,60
08/26/15,"DMR",2,"wilburs mr. ed",3,1.35,68,2.5,6,58
